DOEID,REGIONC,DIVISION,TOTROOMS,TOTSQFT_EN,TOTHSQFT,TOTCSQFT,KWH,BTUEL,DOLLAREL,CLIMATE_REGION_PUB,TEMPHOME,TEMPGONE,TEMPNITE,NHSLDMEM,ATHOME,ENERGYASST,MONEYPY,BTUEL_TOTALS,EL_TOTALS
11232,1,1,6,2010,1340,1340,5190.484,17709.931,985.68,Cold/Very Cold,72,72,72,2,5,0,5,7052.5599999999995,3
11233,3,6,4,888,888,888,9020.942,30779.455,1038.67,Mixed-Humid,80,60,60,2,1,0,1,27838.320999999996,5
11234,2,4,6,4520,4520,3036,34992.817,119395.492,2741.01,Cold/Very Cold,78,78,78,3,3,0,3,40298.692,5
11235,4,10,8,6660,6660,6660,6545.415,22332.955,935.8,Hot-Dry/Mixed-Dry,68,66,68,3,0,0,1,13110.409,2
11236,3,7,8,1884,1884,471,7565.344,25812.953,740.17,Hot-Humid,55,55,55,1,1,0,2,20238.197,3
11237,2,3,8,1807,1807,1807,8576.0,29261.312,1232.72,Cold/Very Cold,69,65,65,3,5,0,3,13708.395,2
11238,3,5,4,564,564,564,10121.772,34535.486,1506.77,Hot-Humid,72,65,70,4,5,0,4,22088.859,5
11239,3,7,6,1248,1248,416,28078.8,95804.866,2104.11,Mixed-Humid,70,70,70,2,5,0,1,35563.146,5
11240,4,10,4,810,810,203,3248.0,11083.0,585.0,Marine,75,63,68,1,5,1,1,492.686,2
11241,3,7,5,1315,1315,1315,17144.485,58496.982,1960.27,Hot-Humid,75,70,75,5,2,0,4,52458.668000000005,4
11242,3,6,10,2750,1375,1375,18636.14,63586.508,2020.55,Mixed-Humid,72,72,72,3,2,0,4,36893.437,4
11243,3,7,3,714,714,714,9467.0,32301.404,992.24,Mixed-Humid,68,64,64,1,0,0,2,25833.284,4
11244,3,5,8,4093,2791,2791,15369.0,52439.0,1753.0,Mixed-Humid,65,65,65,1,0,0,2,32407.552,5
11245,1,2,10,3504,3504,751,16076.326,54852.423,2118.91,Cold/Very Cold,71,71,71,4,5,0,5,21572.783000000003,4
11246,4,10,5,864,864,0,19058.652,65028.121,1911.66,Marine,65,62,60,2,3,0,1,52756.446,4
11247,2,3,7,2860,2860,613,8355.973,28510.581,1196.31,Cold/Very Cold,70,70,70,4,5,0,3,15263.591,4
11248,4,10,6,1300,1300,0,26720.375,91169.92,1681.75,Marine,65,50,65,3,0,0,6,30164.142000000003,4
11249,2,4,6,1980,1980,1452,9102.615,31058.122,1332.95,Cold/Very Cold,72,72,72,4,5,0,3,15657.902,3
11250,3,5,7,1598,1598,1598,10890.63,37158.828,1335.56,Mixed-Humid,68,68,68,3,0,0,3,20093.056,3
11251,3,5,5,1164,0,1164,9665.051,32977.154,1310.3,Hot-Humid,-2,-2,-2,2,3,0,2,24692.587,4
11252,3,7,6,1895,1895,1895,10373.648,35394.886,990.7,Hot-Humid,72,68,73,5,5,0,2,24336.706000000002,2
11253,3,7,8,1075,1075,403,11573.938,39490.278,1446.17,Hot-Humid,70,68,70,2,5,0,4,27019.879,5
11254,1,2,9,3662,3662,2600,8336.557,28444.333,1205.82,Cold/Very Cold,68,66,68,1,4,0,3,8546.171999999999,3
11255,3,7,3,1213,1213,1213,6095.0,20796.14,774.4,Hot-Humid,73,73,73,1,5,0,1,16474.48,2
11256,4,9,7,1620,1620,1620,841.0,2869.492,179.17,Hot-Dry/Mixed-Dry,74,72,72,4,5,0,2,1846.5890000000002,4
11257,4,10,4,955,955,955,3162.473,10790.358,525.18,Hot-Dry/Mixed-Dry,70,65,68,3,5,0,6,6083.929,3
11258,4,10,5,1625,1134,227,3047.433,10397.843,529.6,Marine,72,65,65,2,0,0,8,2785.121,2
11259,3,7,1,461,461,461,4094.0,13970.0,436.0,Hot-Humid,70,70,70,1,5,0,1,10181.955,5
11260,4,10,8,2115,2115,0,2872.956,9802.524,502.81,Marine,75,65,75,3,2,0,6,3844.225,1
11261,4,8,10,2412,2412,0,7062.636,24097.715,874.1,Cold/Very Cold,70,65,65,2,1,0,6,8569.980000000001,3
11262,3,7,6,5752,2676,2676,11611.902,39619.809,1747.81,Hot-Humid,70,70,70,1,5,0,4,26528.399999999998,3
11263,3,7,3,720,720,720,9016.513,30764.343,1170.96,Hot-Humid,74,70,72,3,5,0,1,21674.846,5
11264,2,3,6,4008,4008,4008,14009.919,47801.845,2082.93,Cold/Very Cold,72,70,70,3,5,0,4,16966.37,3
11265,4,10,6,3648,3648,0,6301.409,21500.407,810.15,Hot-Dry/Mixed-Dry,60,50,65,3,5,0,6,3399.451,1
11266,2,3,7,3888,2592,370,2596.088,8857.853,390.13,Cold/Very Cold,71,68,66,2,0,0,4,4326.978,3
11267,1,2,8,3781,2963,2963,20979.578,71582.321,2189.08,Cold/Very Cold,78,65,65,2,5,0,7,41150.241,4
11268,4,10,7,2112,2112,0,3916.0,13363.0,689.0,Marine,70,67,65,5,5,0,3,4451.343,2
11269,3,6,14,3813,3813,3813,22673.082,77360.557,2408.66,Mixed-Humid,68,68,68,4,3,0,3,67413.87299999999,5
11270,3,6,9,3588,3588,3588,11153.499,38055.739,1264.86,Mixed-Humid,70,65,67,4,0,0,5,25605.871,4
11271,2,4,9,3424,2984,2984,26897.469,91774.163,2570.87,Mixed-Humid,70,67,67,2,5,0,8,76811.845,5
11272,2,4,12,4010,4010,4010,20870.929,71211.611,2059.41,Cold/Very Cold,67,60,65,3,5,0,4,10742.373,2
11273,3,5,8,5300,5300,5300,7955.455,27144.014,1053.58,Mixed-Humid,70,68,70,1,0,0,5,12217.854,3
11274,4,10,4,1324,1324,1324,7084.4,24171.973,1379.31,Hot-Dry/Mixed-Dry,75,75,75,2,5,0,6,11123.899000000001,3
11275,3,5,3,1134,0,756,13201.667,45044.089,1503.13,Hot-Humid,-2,-2,-2,2,5,0,3,35859.793,4
11276,3,5,9,1863,1863,1863,9000.471,30709.607,1433.55,Mixed-Humid,70,65,68,3,5,0,4,20720.375,4
11277,4,9,6,1694,1694,1694,18316.384,62495.502,2070.64,Hot-Dry/Mixed-Dry,60,60,60,2,5,0,4,32291.386,3
11278,2,3,7,2288,2288,2288,14357.062,48986.294,1560.02,Cold/Very Cold,75,70,70,2,1,0,1,9325.833999999999,2
11279,3,5,4,1242,1242,1242,6651.003,22693.221,1049.77,Hot-Humid,65,65,65,2,0,0,2,17645.507999999998,5
11280,1,2,8,2377,2377,1451,10875.991,37108.881,1444.23,Cold/Very Cold,68,69,68,2,5,0,5,11829.094000000001,3
11281,2,3,6,925,925,925,7108.465,24254.082,845.14,Cold/Very Cold,60,63,60,3,4,0,3,13086.364,3
11282,2,4,12,2139,2139,2139,8217.306,28037.448,1207.17,Cold/Very Cold,68,60,68,2,5,0,3,16524.925,3
11283,1,1,4,4210,4210,1053,7800.028,26613.694,1703.07,Cold/Very Cold,70,70,68,1,2,0,1,15408.087,4
11284,3,6,5,1614,1614,1291,12404.0,42321.0,1627.0,Hot-Humid,72,72,72,4,5,0,1,36791.087,2
11285,2,4,3,1081,1081,1081,13688.0,46705.0,1645.0,Mixed-Humid,63,63,63,2,2,0,3,35688.173,5
11286,1,2,6,2110,1875,599,2375.0,8103.499,387.97,Cold/Very Cold,68,50,64,1,5,0,2,4508.894,3
11287,3,6,4,750,750,188,7976.817,27216.899,937.28,Mixed-Humid,74,75,74,1,5,0,1,22689.627999999997,5
11288,3,5,4,726,726,363,7815.0,26664.0,1041.0,Hot-Humid,72,72,72,2,5,0,1,17835.579,5
11289,4,10,3,667,0,222,1740.21,5937.596,198.55,Hot-Dry/Mixed-Dry,-2,-2,-2,3,5,0,3,2604.983,2
11290,4,10,9,2180,2180,2180,6277.026,21417.214,770.37,Marine,72,55,65,2,5,0,2,12409.446,2
11291,2,4,7,2494,2494,2494,12595.106,42974.5,1615.42,Mixed-Humid,71,68,68,2,1,0,5,24125.274,3
11292,4,10,6,950,950,0,2858.273,9752.427,254.96,Hot-Dry/Mixed-Dry,70,65,70,5,5,0,3,4092.215,2
11293,3,5,6,1370,1370,1370,10400.419,35486.23,1038.07,Hot-Humid,70,68,68,2,5,0,5,22789.018,5
11294,4,10,5,1956,1956,1956,3773.267,12874.386,523.88,Hot-Dry/Mixed-Dry,72,68,70,2,5,0,4,6570.464,2
11295,4,9,3,473,473,158,4817.0,16437.0,631.0,Hot-Dry/Mixed-Dry,68,68,68,2,0,0,1,13736.115,5
11296,3,6,6,1267,1267,1267,8165.258,27859.861,1065.36,Hot-Humid,68,70,68,1,5,0,6,18641.797,5
11297,4,10,5,1515,1515,0,8129.999,27739.558,880.24,Marine,72,72,72,1,5,1,1,18651.481,4
11298,1,2,5,1064,861,657,14432.294,49242.986,1413.36,Cold/Very Cold,70,68,68,2,2,0,4,30671.391,5
11299,2,3,6,2288,1364,682,11534.48,39355.647,1225.29,Cold/Very Cold,75,75,75,9,5,0,1,31050.771,5
11300,2,3,1,745,745,745,1093.087,3729.611,252.32,Cold/Very Cold,65,65,75,1,2,0,2,1386.5700000000002,3
11301,3,5,5,1184,1184,1184,4283.596,14615.63,581.7,Mixed-Humid,70,70,70,3,5,1,1,9758.031,5
11302,2,3,8,2610,2610,2610,6978.373,23810.207,1106.28,Cold/Very Cold,68,65,65,3,1,0,7,12781.533000000001,3
11303,3,5,4,797,797,797,13430.355,45824.371,1523.5,Hot-Humid,70,70,70,4,5,0,1,33544.834,5
11304,2,4,9,3188,3188,3188,7947.176,27115.766,811.05,Cold/Very Cold,68,65,64,2,4,0,8,11097.314,3
11305,3,5,4,780,780,780,9615.042,32806.524,1022.48,Mixed-Humid,68,68,68,4,5,0,2,26965.213000000003,5
11306,3,7,7,1384,1384,1384,14487.062,49429.857,1550.78,Mixed-Humid,70,70,70,4,5,0,6,34797.628,3
11307,4,10,4,1560,1560,1560,39259.727,133954.19,1985.41,Cold/Very Cold,68,65,70,3,4,0,1,105153.589,5
11308,4,10,8,4680,3120,780,13894.333,47407.465,1224.8,Marine,67,64,64,1,5,0,2,40868.647,5
11309,4,9,7,1796,1796,1796,14992.355,51153.915,1654.19,Hot-Dry/Mixed-Dry,74,68,65,2,0,0,3,39214.434,5
11310,1,2,1,591,591,0,3054.0,10421.0,860.0,Mixed-Humid,80,80,80,1,0,0,1,1806.773,1
11311,3,7,5,1012,1012,1012,11016.755,37589.169,1309.51,Hot-Humid,70,70,70,2,5,0,3,30788.215000000004,5
11312,3,6,8,1481,880,880,14372.77,49039.891,1592.87,Mixed-Humid,66,64,66,3,4,0,4,14718.387,3
11313,4,10,2,600,600,150,16452.798,56136.945,1549.25,Cold/Very Cold,70,50,70,1,0,1,1,11890.546999999999,5
11314,3,5,5,612,612,612,7985.406,27246.207,1212.05,Hot-Humid,71,71,71,2,5,0,5,18546.217,5
11315,4,10,1,372,372,372,1933.468,6596.992,343.45,Hot-Dry/Mixed-Dry,70,50,50,2,1,0,1,3045.134,2
11316,2,3,5,3084,3084,3084,11790.839,40230.343,1353.61,Cold/Very Cold,72,72,72,3,0,0,5,10692.537,3
11317,4,9,6,2408,2408,2408,6972.067,23788.694,975.58,Cold/Very Cold,68,68,62,2,5,0,4,11844.791000000001,4
11318,2,4,8,3399,3399,2999,7945.676,27110.648,1067.2,Mixed-Humid,63,63,63,1,5,0,3,13841.153,3
11319,4,10,6,2064,2064,0,5049.58,17229.167,594.78,Marine,68,65,65,1,4,1,2,2745.483,2
11320,3,7,4,1063,1063,1063,6690.206,22826.982,864.29,Mixed-Humid,74,60,68,3,5,0,2,13537.598000000002,2
11321,1,1,4,1350,900,225,3289.442,11223.577,922.55,Cold/Very Cold,63,63,72,1,0,0,3,4648.351,2
11322,4,9,4,1104,1104,1104,8343.545,28468.177,1207.7,Hot-Dry/Mixed-Dry,71,70,66,2,5,0,2,22282.381999999998,5
11323,3,7,10,2606,2606,2606,39972.633,136386.625,3917.77,Hot-Humid,74,70,72,3,2,0,3,42032.629,3
11324,3,7,8,4150,4150,4150,24033.941,82003.807,2145.11,Hot-Humid,70,70,65,5,2,0,8,31333.746,3
11325,3,5,5,822,822,822,9840.0,33574.08,1470.66,Mixed-Humid,76,76,75,2,5,0,3,18339.252,4
11326,3,5,3,756,756,252,14657.581,50011.665,1650.33,Mixed-Humid,70,65,70,2,5,0,2,38445.125,5
11327,3,7,9,1604,1604,1604,5537.889,18895.277,629.13,Hot-Humid,72,68,68,2,5,0,5,7522.008,3
11328,3,5,9,3243,2292,0,27126.111,92554.291,2883.21,Mixed-Humid,70,68,68,2,0,0,8,46692.003,4
11329,1,2,6,2060,2060,0,8974.026,30619.377,1004.75,Cold/Very Cold,69,69,69,1,5,0,2,4446.087,2
11330,3,6,6,1665,1526,254,12819.0,43738.428,1346.04,Mixed-Humid,70,70,70,4,0,0,2,36108.861000000004,5
11331,1,2,6,2080,2080,1040,6767.756,23091.584,1005.37,Cold/Very Cold,70,70,65,1,5,0,3,5969.184,2
11332,1,2,11,2232,2232,2232,14350.337,48963.351,2681.44,Mixed-Humid,70,65,70,7,4,0,5,15192.756000000001,2
11333,2,3,10,2353,2353,2106,6408.118,21864.497,911.8,Cold/Very Cold,73,68,69,2,2,0,5,9617.713,2
11334,3,7,10,2593,2593,2593,18375.428,62696.959,1997.13,Hot-Humid,70,66,70,4,2,0,8,40152.26,3
11335,3,6,6,1012,1012,1012,16402.6,55965.671,1781.15,Mixed-Humid,70,70,70,3,2,0,2,42760.057,5
11336,3,5,6,1400,1400,1400,10297.424,35134.81,1268.76,Mixed-Humid,70,70,70,3,5,0,2,17208.444,4
11337,2,3,8,3186,3186,2536,11979.867,40875.305,1512.87,Cold/Very Cold,68,60,60,2,2,0,8,9633.456,3
11338,2,3,7,2214,2214,2214,5353.431,18265.907,757.93,Cold/Very Cold,74,70,74,2,5,0,4,7695.857,4
11339,4,10,8,3160,3160,3160,3429.1,11700.089,567.85,Hot-Dry/Mixed-Dry,75,59,72,1,0,0,4,7375.526,3
11340,4,10,5,1216,1216,1216,17315.533,59080.599,941.71,Cold/Very Cold,69,69,68,2,5,0,2,45994.099,5
11341,4,9,2,538,538,538,4081.0,13924.0,507.0,Hot-Dry/Mixed-Dry,68,68,68,1,5,0,2,8168.338,3
11342,2,3,7,1674,1674,1674,11765.5,40143.886,1355.35,Mixed-Humid,70,70,70,2,1,0,3,23998.535,2
11343,1,2,7,3766,2125,2125,18557.823,63319.291,2140.45,Cold/Very Cold,70,65,70,2,5,0,6,39861.454,4
11344,4,10,13,3986,3986,3986,8338.953,28452.508,1753.5,Marine,70,64,64,2,4,0,8,8503.301,2
11345,3,5,6,1312,1312,1312,8546.545,29160.813,1300.64,Hot-Humid,75,70,72,2,5,0,2,16214.824,4
11346,4,8,3,775,775,775,7415.0,25301.0,941.0,Cold/Very Cold,70,70,70,1,5,0,2,13282.002,4
11347,3,6,5,793,793,0,16416.367,56012.643,1780.54,Mixed-Humid,80,75,82,2,0,0,1,51908.507,4
11348,2,3,1,580,580,580,4340.0,14808.0,516.0,Cold/Very Cold,75,75,75,1,5,0,2,12263.52,4
11349,3,5,4,780,780,390,10240.199,34939.559,1416.95,Mixed-Humid,68,68,68,2,5,1,2,23538.184,4
11350,3,5,6,1050,1050,0,6908.283,23571.061,860.91,Hot-Humid,70,70,70,2,2,1,1,11842.198,4
11351,3,6,3,756,756,756,6817.595,23261.634,981.35,Mixed-Humid,68,60,60,1,2,0,1,15824.921999999999,5
11352,4,9,6,1533,1533,1533,12485.0,42598.82,1461.81,Hot-Dry/Mixed-Dry,74,68,74,2,3,0,5,24064.853000000003,3
11353,4,10,7,1152,0,0,15623.796,53308.393,2427.58,Hot-Dry/Mixed-Dry,-2,-2,-2,4,5,1,1,10440.804,1
11354,2,3,7,3712,3712,2531,12096.0,41271.0,1435.0,Cold/Very Cold,72,70,70,3,1,0,4,11178.878,2
11355,1,2,6,1933,1933,1933,13466.718,45948.443,2454.57,Cold/Very Cold,68,68,68,2,3,0,8,33778.304000000004,5
11356,3,5,7,1400,1400,1400,16762.595,57193.973,2149.12,Mixed-Humid,74,74,74,5,2,0,3,42641.951,5
11357,3,6,5,1232,1232,1232,8374.987,28575.457,1302.29,Mixed-Humid,68,64,66,2,5,0,2,22696.155,4
11358,3,5,8,2625,1969,2188,10043.326,34267.829,1360.49,Mixed-Humid,73,71,72,4,5,0,8,11143.654999999999,3
11359,2,3,7,1576,1576,1576,20497.0,69937.0,2368.0,Mixed-Humid,72,73,72,2,5,0,5,57875.149000000005,5
11360,3,5,6,1670,1670,1670,8758.514,29884.05,1325.55,Mixed-Humid,68,68,68,2,5,0,4,22489.671000000002,4
11361,3,6,9,1653,1653,1653,14146.708,48268.567,1560.49,Mixed-Humid,70,70,72,5,5,0,5,36091.424999999996,5
11362,2,3,4,718,718,359,12786.752,43628.399,1434.15,Cold/Very Cold,68,68,68,5,5,0,4,33503.599,5
11363,2,3,4,1680,1680,1680,6360.957,21703.586,818.6,Mixed-Humid,85,85,85,1,5,0,2,15195.026,3
11364,2,4,4,1064,1064,532,1705.667,5819.735,360.33,Cold/Very Cold,70,70,70,1,5,0,4,2318.766,4
11365,1,2,13,6720,5040,1163,17865.099,60955.717,2147.59,Cold/Very Cold,70,70,65,3,5,0,4,38509.331000000006,4
11366,2,3,8,4880,4880,1083,33919.235,115732.429,3163.7,Cold/Very Cold,70,70,70,6,4,0,4,95169.401,5
11367,3,7,7,3072,1411,1411,16190.0,55240.28,1929.77,Hot-Humid,75,75,75,1,5,0,3,40650.985,5
11368,3,5,6,1408,1408,1408,21767.0,74270.0,3108.0,Hot-Humid,80,75,70,1,5,0,2,46611.878,5
11369,2,3,5,1245,1245,0,4342.257,14815.781,695.3,Cold/Very Cold,66,60,60,3,3,0,7,2120.255,2
11370,3,5,6,2600,2600,2600,15056.546,51372.935,2207.09,Hot-Humid,68,68,63,2,5,0,4,22713.375,5
11371,4,10,5,2700,1800,360,6473.367,22087.129,849.18,Marine,72,72,72,4,5,0,2,9898.604,3
11372,3,7,5,1008,1008,0,14103.125,48119.862,1398.77,Mixed-Humid,70,70,70,2,5,0,3,18816.699,3
11373,2,3,2,623,623,623,1780.0,6074.0,230.0,Cold/Very Cold,75,65,70,1,5,0,2,2792.541,2
11374,3,5,7,4330,2309,2309,8188.879,27940.456,1013.73,Mixed-Humid,59,57,58,1,5,1,1,17851.545,5
11375,3,5,6,1008,0,0,3648.0,12448.0,500.0,Hot-Humid,-2,-2,-2,3,5,0,1,2105.756,2
11376,4,10,3,783,783,261,7827.5,26707.43,536.62,Marine,75,70,72,2,0,0,2,16082.986,5
11377,2,4,6,1988,1608,1608,13060.734,44563.223,1662.13,Mixed-Humid,67,67,67,5,3,0,7,17413.843,3
11378,2,3,5,2419,2419,1171,9799.323,33435.289,1423.77,Cold/Very Cold,68,68,68,2,5,0,2,16664.614,4
11379,2,4,7,3272,2048,2048,20125.364,68667.741,2196.91,Cold/Very Cold,72,72,72,2,5,0,4,32227.204,4
11380,4,10,6,1992,1992,1992,8826.184,30114.939,1902.82,Hot-Dry/Mixed-Dry,68,64,65,2,4,0,6,12376.85,2
11381,4,9,6,1031,1031,1031,14181.097,48385.902,1470.24,Hot-Dry/Mixed-Dry,66,64,64,1,5,0,3,32231.477,5
11382,3,6,6,1540,1540,1540,20894.93,71293.501,2158.53,Mixed-Humid,69,65,69,4,5,0,1,54965.145,5
11383,4,10,5,977,977,977,3525.0,12027.3,378.41,Hot-Dry/Mixed-Dry,68,68,58,3,0,0,5,5004.143,4
11384,1,1,7,1102,1102,1102,10393.996,35464.313,1291.65,Cold/Very Cold,69,69,69,2,5,0,3,6072.086,3
11385,3,7,8,2308,2308,2308,20276.516,69183.473,2211.07,Hot-Humid,67,67,67,5,1,0,4,45540.952999999994,5
11386,3,6,6,2223,2223,1482,16805.729,57341.148,1652.28,Hot-Humid,73,69,69,2,4,0,2,36056.736000000004,3
11387,3,7,4,780,780,585,13275.861,45297.236,1340.69,Hot-Humid,70,70,70,1,5,0,1,36519.87,3
11388,2,3,5,2202,1786,1786,9413.581,32119.137,1404.65,Mixed-Humid,70,70,70,2,5,0,3,25169.013000000003,5
11389,3,5,3,627,627,209,12218.709,41690.236,1391.27,Mixed-Humid,80,70,80,3,1,0,1,38268.04,5
11390,1,2,9,3500,2200,2200,12509.677,42683.019,1455.41,Cold/Very Cold,69,64,64,5,2,0,8,12681.118,2
11391,4,10,5,902,0,0,2155.384,7354.171,322.84,Hot-Dry/Mixed-Dry,-2,-2,-2,1,5,0,2,914.615,2
11392,4,10,9,1976,1976,0,10446.238,35642.563,2408.52,Marine,67,65,60,2,5,0,8,8024.287,2
11393,2,4,9,4558,4558,4558,18703.973,63817.955,2284.31,Cold/Very Cold,70,64,68,4,4,0,8,43775.606,4
11394,4,10,4,725,725,0,5130.085,17503.851,719.24,Marine,70,65,60,3,1,0,3,5507.101000000001,3
11395,2,3,5,1776,1776,355,8762.949,29899.18,1272.25,Cold/Very Cold,72,72,72,2,5,0,4,8750.64,3
11396,3,5,7,1644,1644,1644,10378.847,35412.626,541.01,Mixed-Humid,68,65,67,1,0,0,2,22292.949999999997,4
11397,3,7,6,1507,1507,1005,6977.512,23807.271,947.9,Hot-Humid,75,60,60,1,5,0,1,17097.248,3
11398,3,5,9,1653,1653,1653,10227.871,34897.495,1256.66,Mixed-Humid,78,78,78,1,3,0,6,27734.753,5
11399,2,4,8,2574,1872,2574,13403.0,45730.0,1395.0,Cold/Very Cold,70,70,70,1,2,0,1,37202.627,5
11400,3,5,11,6426,6426,6426,35669.106,121702.988,4125.56,Mixed-Humid,68,68,68,3,5,0,4,86667.872,5
11401,2,3,5,2067,1525,1482,13092.017,44669.962,1521.68,Cold/Very Cold,67,67,66,4,5,0,4,13433.423,4
11402,4,10,6,2000,2000,2000,6032.8,20583.914,1080.1,Hot-Dry/Mixed-Dry,68,60,68,4,5,0,6,7470.4169999999995,2
11403,4,9,6,2496,2496,0,8655.819,29533.654,1215.46,Cold/Very Cold,64,64,64,2,5,0,8,4190.855,1
11404,3,5,6,1545,1545,1545,18117.262,61816.097,2158.27,Mixed-Humid,69,69,69,3,5,0,4,37974.963,5
11405,3,5,11,2401,1859,1859,21708.527,74069.494,3094.28,Mixed-Humid,71,71,71,2,4,0,5,43368.14,5
11406,4,9,4,1280,1280,0,4533.0,15465.0,546.0,Cold/Very Cold,69,69,69,2,5,0,2,1650.558,1
11407,3,6,8,3240,3240,1620,14607.452,49840.625,1434.48,Mixed-Humid,67,65,67,2,5,0,7,32886.75,5
11408,4,10,6,2201,2201,2201,3123.521,10657.454,434.43,Hot-Dry/Mixed-Dry,72,70,74,3,5,0,6,5594.977999999999,2
11409,4,10,6,2094,2094,349,17066.207,58229.899,1166.8,Marine,69,60,60,1,4,0,2,49622.353,5
11410,4,10,8,2903,2903,0,25005.6,85319.107,1599.58,Marine,70,65,65,4,5,0,4,67644.987,4
11411,2,3,9,2456,2456,2456,8285.987,28271.786,1063.81,Cold/Very Cold,67,63,63,4,5,0,8,8648.99,3
11412,3,6,4,1432,1432,1432,7141.629,24367.237,966.28,Hot-Humid,68,68,60,1,1,0,2,19183.574,5
11413,2,3,10,2945,2945,2945,10933.0,37302.0,1232.0,Cold/Very Cold,70,67,67,2,5,0,3,22258.517,4
11414,4,10,5,2279,1607,0,17092.0,58319.0,1238.0,Marine,68,65,60,1,5,0,1,49920.31,4
11415,3,5,9,2808,2808,2808,11249.881,38384.594,1248.63,Hot-Humid,70,65,68,4,0,0,5,27355.756,5
11416,3,5,4,1432,1432,1432,5314.161,18131.918,690.67,Mixed-Humid,78,62,76,2,5,1,1,11511.917,5
11417,3,5,8,6438,4292,4292,9568.941,32649.227,2149.93,Mixed-Humid,65,60,60,2,3,0,7,24426.266000000003,4
11418,3,7,8,3080,3080,3080,13368.147,45612.118,1457.07,Hot-Humid,70,70,70,4,0,0,4,30572.199,2
11419,3,7,7,2858,2858,2858,7595.677,25916.448,849.55,Hot-Humid,70,62,69,4,0,0,8,14840.789,2
11420,3,7,6,1125,0,0,4230.304,14433.798,548.6,Hot-Humid,-2,-2,-2,1,5,0,2,4922.63,3
11421,2,3,7,1526,1526,1206,6309.978,21529.644,899.07,Cold/Very Cold,69,68,67,4,5,0,4,7854.429,4
11422,3,5,5,1428,1428,1428,12049.04,41111.324,1432.56,Mixed-Humid,65,65,65,3,2,0,4,27819.071,5
11423,2,3,7,2725,2163,2163,9228.925,31489.092,1212.48,Cold/Very Cold,65,60,60,2,5,0,6,7944.985000000001,2
11424,3,6,6,2237,2237,2237,17244.7,58838.917,1885.87,Mixed-Humid,71,71,72,3,5,0,5,14378.117999999999,3
11425,1,2,1,504,504,504,2279.523,7777.733,756.32,Mixed-Humid,68,60,65,1,1,0,8,3138.249,3
11426,1,2,6,3671,2448,2048,9766.751,33324.154,1859.73,Cold/Very Cold,68,68,68,2,5,0,3,18754.964,3
11427,3,7,9,3350,3350,3350,18387.679,62738.762,1945.56,Hot-Humid,68,68,69,3,5,0,5,46610.051999999996,5
11428,4,10,12,3466,3466,0,9556.467,32606.664,1158.4,Marine,70,69,69,3,0,0,6,13805.09,3
11429,4,9,5,902,0,902,6261.273,21363.463,869.62,Hot-Dry/Mixed-Dry,-2,-2,-2,2,0,0,1,8901.141,3
11430,1,2,8,2976,2189,2189,23306.628,79522.213,3177.72,Cold/Very Cold,70,70,70,5,5,0,3,50702.739,4
11431,1,2,3,775,775,517,7956.0,27147.0,2491.0,Mixed-Humid,72,75,70,2,5,1,5,5547.503,2
11432,2,3,5,806,806,806,7329.808,25009.305,1188.13,Cold/Very Cold,72,72,72,6,5,0,2,14504.037999999999,3
11433,1,1,6,1975,1975,1317,8486.834,28957.076,1638.25,Cold/Very Cold,70,70,62,3,5,0,6,15723.323,3
11434,3,7,4,896,896,896,6914.13,23591.013,789.35,Hot-Humid,70,70,70,1,5,0,2,14991.729,2
11435,4,9,3,551,551,551,2404.596,8204.481,406.13,Hot-Dry/Mixed-Dry,80,70,70,1,5,0,1,3709.975,2
11436,1,2,6,1050,1050,0,4463.25,15228.609,748.83,Cold/Very Cold,76,76,76,3,5,0,1,5510.496999999999,1
11437,2,3,3,1177,1177,392,5151.079,17575.48,672.74,Cold/Very Cold,68,60,68,1,5,0,1,12421.203,3
11438,3,6,6,1298,1298,433,18275.602,62356.354,1970.52,Mixed-Humid,70,69,65,2,5,0,1,37467.227,5
11439,4,10,9,3512,3512,3512,11291.772,38527.525,2918.56,Marine,70,50,55,2,5,0,6,10989.936,3
11440,1,2,7,3528,2646,1764,11449.457,39065.547,1215.14,Cold/Very Cold,70,65,68,4,2,0,6,15352.715,4
11441,1,1,7,3696,2772,0,5590.643,19075.274,1184.91,Cold/Very Cold,70,66,62,2,4,0,7,4035.5620000000004,2
11442,4,10,9,1900,1900,1900,16736.4,57104.597,2582.83,Hot-Dry/Mixed-Dry,75,70,75,5,5,0,6,29976.502999999997,4
11443,4,10,7,1920,1920,1920,25525.813,87094.072,1564.31,Marine,60,64,60,2,5,0,1,78453.11499999999,4
11444,3,5,5,810,810,810,8519.792,29069.53,1334.92,Hot-Humid,68,68,60,1,5,0,1,18349.75,5
11445,2,3,6,2998,2998,2014,7991.0,27264.0,1108.0,Cold/Very Cold,68,68,68,2,5,0,2,16993.139000000003,4
11446,4,8,7,2500,2500,2500,5722.373,19524.738,672.51,Cold/Very Cold,72,68,68,1,5,0,3,11196.654,3
11447,4,10,3,430,430,0,4188.683,14291.787,440.79,Hot-Dry/Mixed-Dry,65,65,62,1,0,0,1,3405.489,2
11448,4,8,9,3034,3034,3034,9277.548,31654.993,1116.1,Cold/Very Cold,72,72,72,3,5,0,7,7844.5740000000005,3
11449,4,10,5,2014,2014,2014,10358.744,35344.034,2728.73,Hot-Dry/Mixed-Dry,73,70,60,2,5,0,4,18793.516,3
