DOEID,REGIONC,DIVISION,TOTROOMS,TOTSQFT_EN,TOTHSQFT,TOTCSQFT,KWH,BTUEL,DOLLAREL,CLIMATE_REGION_PUB,TEMPHOME,TEMPGONE,TEMPNITE,NHSLDMEM,ATHOME,ENERGYASST,MONEYPY,BTUEL_TOTALS,EL_TOTALS
11014,2,4,5,1625,1380,1625,4448.727,15179.056,635.13,Mixed-Humid,68,68,70,1,0,0,2,8344.216,4
11015,3,6,4,1052,1052,1052,10999.869,37531.554,1447.72,Mixed-Humid,78,70,75,1,5,0,4,18270.749,5
11016,2,3,5,890,890,890,6911.857,23583.257,745.97,Cold/Very Cold,70,70,70,2,5,0,3,9804.222,2
11017,3,7,4,832,832,416,12255.868,41817.021,1569.86,Hot-Humid,65,70,75,2,1,0,1,33078.845,4
11018,4,10,1,532,532,532,2242.0,7651.0,368.0,Hot-Dry/Mixed-Dry,69,63,55,1,3,0,1,3209.317,2
11019,4,10,8,3208,3208,3208,12081.8,41223.102,2874.79,Hot-Dry/Mixed-Dry,69,69,69,2,5,0,8,15653.583,3
11020,4,10,3,756,756,756,4581.0,15630.372,630.1,Hot-Dry/Mixed-Dry,78,72,70,2,5,0,3,6625.236999999999,4
11021,2,3,5,3200,3200,3200,10421.627,35558.591,1523.52,Cold/Very Cold,71,71,70,4,5,0,6,7721.684,2
11022,4,10,6,2152,1195,1195,8791.386,29996.208,1024.21,Marine,70,69,70,2,2,0,8,10948.895,2
11023,3,7,6,1533,1533,1533,9843.0,33583.0,1092.0,Mixed-Humid,76,70,72,2,2,0,3,20664.642,3
11024,3,5,9,1188,1188,1188,26030.065,88814.58,2728.84,Hot-Humid,68,64,64,4,5,0,1,53389.443,5
11025,2,3,6,1980,1452,1452,14182.287,48389.964,1546.99,Cold/Very Cold,68,65,63,1,2,0,4,34006.306000000004,4
11026,3,7,13,3138,3138,3138,57985.824,197847.63,5014.67,Hot-Humid,68,68,65,4,5,0,8,38407.035,3
11027,2,3,7,4362,4362,3712,9578.945,32683.362,1466.59,Cold/Very Cold,69,64,64,2,0,0,6,12188.907,2
11028,3,5,17,4866,4866,4866,17888.882,61036.867,1860.24,Mixed-Humid,69,69,69,5,5,0,8,26909.555,3
11029,4,10,4,1670,1670,1194,23940.406,81684.666,2427.35,Marine,72,72,72,1,2,0,4,53977.914000000004,5
11030,2,3,8,1550,1550,1550,15770.333,53808.377,2034.19,Mixed-Humid,68,68,68,3,5,0,5,32803.496,3
11031,3,5,8,3809,3809,3809,22546.147,76927.454,2860.45,Mixed-Humid,74,74,74,3,1,0,5,54651.57000000001,5
11032,3,7,5,1280,1280,512,15579.0,53157.0,1729.0,Mixed-Humid,70,70,60,4,5,0,1,44042.963,5
11033,1,2,6,2548,1274,1274,13049.278,44524.135,1656.09,Cold/Very Cold,75,73,75,2,5,0,2,26102.511,5
11034,4,10,5,1330,1330,0,5269.493,17979.51,942.45,Marine,70,60,69,3,5,0,4,7039.633,2
11035,3,6,7,1920,1920,1920,28875.981,98524.849,3527.85,Mixed-Humid,70,70,67,2,5,0,5,32145.269999999997,3
11036,4,8,9,2447,2447,0,23425.323,79927.201,1738.93,Cold/Very Cold,69,64,64,2,5,0,1,68770.47,4
11037,1,2,6,2243,1514,757,15250.789,52035.693,2199.68,Cold/Very Cold,70,50,70,6,5,0,4,44520.184,4
11038,4,10,8,2198,2011,2011,9473.0,32321.0,1608.0,Hot-Dry/Mixed-Dry,70,65,70,1,5,0,4,19246.877,2
11039,4,8,13,3200,3200,3200,11743.0,40067.116,1531.25,Cold/Very Cold,67,63,63,2,0,1,5,18222.606,3
11040,3,7,6,1500,1500,750,18041.091,61556.203,1936.73,Hot-Humid,70,60,65,2,5,0,3,50068.494,3
11041,3,5,4,977,977,977,6200.0,21156.0,723.0,Mixed-Humid,70,68,65,2,0,0,3,13340.627,5
11042,1,2,7,3152,3152,3152,9302.862,31741.365,1386.83,Cold/Very Cold,69,69,67,2,5,0,2,12113.073,2
11043,3,7,10,2240,2240,2240,18278.435,62366.02,2111.1,Mixed-Humid,72,72,72,3,5,0,7,43571.849,5
11044,3,5,3,1053,1053,1053,6489.556,22142.366,839.34,Mixed-Humid,70,70,70,2,5,0,3,13268.259999999998,5
11045,4,8,11,4072,4072,4072,4074.995,13903.882,531.07,Cold/Very Cold,68,64,66,3,5,0,8,8213.868,3
11046,4,10,6,2000,2000,0,2822.378,9629.953,626.18,Cold/Very Cold,60,50,52,1,5,0,3,4270.727,1
11047,4,10,8,2400,2400,300,16722.699,57057.848,1153.23,Marine,73,65,65,2,5,0,4,44363.232,5
11048,1,1,6,2422,1614,269,3105.511,10596.005,696.43,Cold/Very Cold,69,65,65,2,5,0,3,4925.338,2
11049,3,6,7,1702,1702,1702,19619.0,66940.028,2118.66,Mixed-Humid,69,69,69,2,2,0,1,37229.196,4
11050,4,9,6,1265,1265,1265,15578.611,53154.222,2012.08,Hot-Dry/Mixed-Dry,69,69,69,2,5,0,2,35520.668,4
11051,2,4,8,3100,3100,2700,10374.816,35398.871,1000.63,Cold/Very Cold,72,72,72,3,0,0,6,19222.683,4
11052,3,7,6,1630,1630,1630,19176.69,65430.867,1871.18,Mixed-Humid,70,68,68,2,2,0,5,51533.483,5
11053,4,10,5,1656,1656,1656,3729.0,12722.0,687.0,Marine,68,68,66,2,5,0,3,5770.606,3
11054,3,6,7,2772,2772,1904,12448.161,42473.126,1288.92,Mixed-Humid,70,68,68,2,5,0,3,23746.783,2
11055,4,8,9,2455,2455,1815,6976.0,23802.112,862.73,Cold/Very Cold,68,62,62,5,4,0,5,9265.987,3
11056,1,1,1,361,361,0,1561.544,5327.988,378.17,Cold/Very Cold,65,70,55,1,5,0,4,1606.595,2
11057,4,9,8,1792,1792,1792,17530.057,59812.554,2474.57,Cold/Very Cold,75,68,72,5,5,0,3,45907.428,5
11058,3,7,5,900,900,900,9481.094,32349.492,1082.24,Hot-Humid,73,73,73,2,3,0,3,27737.489999999998,5
11059,3,6,8,2466,2066,2466,28520.528,97312.042,3005.65,Mixed-Humid,69,69,65,2,5,0,5,54891.955,5
11060,3,5,7,1400,1400,1400,23531.412,80289.177,2767.88,Hot-Humid,71,69,71,2,5,0,3,57053.637,5
11061,4,10,9,2664,2664,2664,4992.141,17033.184,663.25,Marine,69,67,67,2,5,0,4,6282.485000000001,3
11062,4,10,6,2600,2600,2600,6423.368,21916.53,1042.19,Hot-Dry/Mixed-Dry,74,72,71,3,5,0,7,13396.998,3
11063,3,6,6,1260,1260,1260,15808.0,53938.0,1647.0,Mixed-Humid,71,71,71,3,0,0,3,45733.195999999996,5
11064,3,5,4,694,694,694,7724.972,26357.605,906.4,Hot-Humid,75,75,75,1,5,0,1,14950.358,5
11065,3,7,7,2325,2325,2325,13410.0,45754.0,1269.0,Mixed-Humid,70,67,68,3,5,0,8,24081.455,3
11066,3,5,6,1176,1176,1176,13783.005,47027.613,2144.92,Hot-Humid,75,75,75,3,5,0,2,30357.584000000003,5
11067,2,3,8,1279,1279,1279,4808.0,16406.0,708.0,Cold/Very Cold,75,65,72,3,5,0,3,6193.214,3
11068,4,10,1,1077,1077,1077,1781.163,6077.327,228.52,Hot-Dry/Mixed-Dry,75,80,75,2,0,0,5,3544.4890000000005,3
11069,3,7,4,892,892,892,9019.028,30772.925,987.56,Hot-Humid,75,75,75,1,3,0,3,23778.016,5
11070,3,5,7,2240,2240,2240,24440.051,83389.455,3475.3,Hot-Humid,74,74,74,5,0,0,5,65090.803,5
11071,4,8,7,1880,1880,0,9904.7,33794.835,954.73,Cold/Very Cold,68,68,68,2,3,0,2,23444.213,4
11072,3,6,6,1700,1700,1700,8503.0,29012.0,1030.0,Hot-Humid,68,72,68,2,0,0,4,23015.837,4
11073,4,10,8,4448,4448,4448,45083.003,153823.207,3270.53,Marine,65,65,65,3,5,0,5,86255.609,5
11074,3,5,4,525,0,525,11079.704,37803.948,1251.85,Hot-Humid,-2,-2,-2,4,0,0,1,30563.514000000003,4
11075,4,10,5,1724,1724,1724,17528.358,59806.759,1055.9,Marine,70,70,70,2,5,0,4,49677.048,5
11076,3,6,6,1676,1034,1034,8934.496,30484.499,1012.51,Mixed-Humid,76,76,76,2,5,0,1,22934.738,4
11077,4,9,5,1612,1612,967,15296.267,52190.862,1969.82,Hot-Dry/Mixed-Dry,65,50,70,4,5,0,1,37505.441000000006,5
11078,2,3,4,3890,1262,631,10885.514,37141.374,1501.48,Cold/Very Cold,69,65,69,3,2,1,2,22087.114999999998,4
11079,3,6,5,1584,792,792,4390.18,14979.295,547.52,Mixed-Humid,70,70,60,1,5,0,1,10396.987000000001,2
11080,1,2,7,3551,3551,0,7375.0,25162.0,1038.0,Cold/Very Cold,68,68,62,1,5,0,3,14614.453,3
11081,3,5,7,1344,1344,192,16897.734,57655.069,2053.13,Hot-Humid,70,70,70,5,5,0,1,22442.911,3
11082,3,5,7,1884,820,820,27834.706,94972.016,3220.18,Hot-Humid,78,74,74,5,4,0,5,49312.094999999994,5
11083,1,1,5,3146,1788,1788,7372.781,25155.928,1540.42,Cold/Very Cold,68,62,64,1,0,0,3,18257.92,5
11084,2,3,7,1644,1644,1644,6444.699,21989.311,887.74,Cold/Very Cold,69,69,69,3,5,0,5,7332.022,2
11085,4,10,6,1806,1806,602,15539.818,53021.86,1447.51,Cold/Very Cold,66,60,60,2,4,1,1,44163.507,5
11086,3,7,6,2028,2028,2028,14491.602,49445.347,1796.66,Mixed-Humid,72,75,72,2,0,0,5,20885.351,3
11087,3,5,9,3588,3588,3588,9110.086,31083.612,1073.6,Mixed-Humid,73,67,74,3,5,0,6,17539.111,2
11088,4,10,3,1130,1130,0,2115.545,7218.241,328.04,Hot-Dry/Mixed-Dry,70,65,70,2,5,1,3,2838.115,2
11089,4,10,4,1235,1235,1235,10785.0,36798.42,985.53,Cold/Very Cold,75,65,75,1,5,0,1,26591.919,5
11090,3,7,13,5518,5518,5518,63216.806,215695.741,8121.56,Hot-Humid,67,67,67,3,4,0,8,58807.403,3
11091,2,3,9,3074,3074,3074,5847.0,19950.0,830.0,Cold/Very Cold,68,66,64,2,5,0,3,6373.146000000001,3
11092,3,5,8,2727,2727,2727,9720.813,33167.415,1208.99,Mixed-Humid,68,68,60,2,5,0,2,20943.963,5
11093,3,6,8,2300,2300,2300,16637.479,56767.078,2004.04,Hot-Humid,78,60,65,1,4,1,1,40776.655,5
11094,1,2,8,2652,2652,2652,7055.271,24072.585,771.56,Cold/Very Cold,68,65,63,4,5,1,3,10488.655,2
11095,3,5,7,2040,2040,0,28068.516,95769.777,3023.84,Mixed-Humid,75,75,75,5,5,0,3,48075.74,4
11096,3,5,13,4141,4141,4141,16277.578,55539.098,1893.98,Mixed-Humid,69,62,61,2,2,0,5,39875.078,4
11097,3,6,6,2200,1100,1100,8267.032,28207.114,903.02,Mixed-Humid,72,72,72,4,0,1,2,13698.587000000001,2
11098,3,5,8,2727,2727,682,16602.258,56646.905,1869.46,Mixed-Humid,68,68,68,3,5,0,3,45454.153,5
11099,2,3,5,1105,1105,1105,11606.864,39602.62,1296.83,Cold/Very Cold,70,70,70,2,5,0,4,23422.236,3
11100,3,5,6,2940,1960,2940,25490.4,86973.245,3578.24,Mixed-Humid,70,70,70,4,0,0,5,79532.53899999999,5
11101,3,7,9,1976,1976,1976,19493.996,66513.515,2096.01,Hot-Humid,68,64,68,2,2,0,8,42676.608,3
11102,1,1,11,3468,2604,0,7440.0,25386.0,1527.0,Cold/Very Cold,69,52,65,2,5,0,4,7390.965,2
11103,2,3,10,4290,4290,4290,16822.294,57397.668,1936.31,Cold/Very Cold,67,67,64,3,5,0,2,12958.358,2
11104,3,6,5,1482,1482,1482,13082.366,44637.034,1453.37,Mixed-Humid,68,66,68,3,4,0,6,36304.86,5
11105,3,6,5,1063,1063,1063,12299.839,41967.05,1443.63,Hot-Humid,72,75,72,2,5,0,3,30777.263,5
11106,4,10,6,1125,1125,0,4159.129,14190.95,744.75,Marine,68,59,68,3,5,0,6,1999.5059999999999,2
11107,3,7,7,1618,1618,1618,14658.343,50014.265,1591.3,Hot-Humid,72,68,68,2,5,0,4,33266.752,5
11108,3,7,5,5620,2614,2614,11700.0,39921.0,1403.0,Hot-Humid,80,65,80,2,0,0,1,28959.807,4
11109,3,5,8,2000,2000,2000,9968.0,34010.0,1306.0,Mixed-Humid,72,72,72,1,5,0,1,23160.495,3
11110,4,10,8,2037,2037,255,16967.733,57893.906,1025.53,Marine,70,55,55,1,5,0,1,49309.436,5
11111,3,7,11,4320,4320,4320,14952.463,51017.802,1661.26,Hot-Humid,70,65,68,3,5,0,8,25561.588,3
11112,2,4,12,7700,7700,7700,34167.0,116577.0,4107.0,Mixed-Humid,68,66,68,2,0,0,8,83035.513,5
11113,4,10,6,1440,1440,240,18907.094,64511.004,1962.29,Marine,65,60,60,2,5,0,3,22069.693,4
11114,2,4,2,487,487,0,1658.529,5658.902,348.77,Cold/Very Cold,77,77,77,1,0,0,1,1731.267,2
11115,4,9,9,3668,3668,3668,31170.9,106355.11,3383.36,Hot-Dry/Mixed-Dry,68,66,67,4,5,0,8,81562.32400000001,5
11116,2,3,7,4509,4509,972,10236.069,34925.468,1296.53,Cold/Very Cold,68,68,68,3,5,0,1,19718.411,4
11117,4,10,7,2090,2090,2090,9569.257,32650.304,1065.74,Marine,72,65,72,2,5,0,6,10072.099,3
11118,3,6,3,420,420,280,8659.92,29547.647,939.81,Hot-Humid,70,65,65,1,5,0,1,22221.159,5
11119,4,10,3,851,851,851,3717.081,12682.679,320.7,Hot-Dry/Mixed-Dry,68,65,65,1,5,0,2,5911.3240000000005,4
11120,2,4,9,5879,5879,5879,22234.365,75863.653,2308.33,Cold/Very Cold,71,71,71,4,3,0,6,57904.947,5
11121,1,2,8,1549,1033,387,6245.625,21310.073,1692.42,Mixed-Humid,72,70,70,2,5,0,2,8380.916000000001,2
11122,3,7,8,2788,2788,2788,17395.294,59352.745,1831.32,Hot-Humid,78,76,76,5,1,0,4,46031.335999999996,5
11123,3,7,7,925,925,529,16714.69,57030.521,1572.9,Hot-Humid,75,65,70,2,0,0,4,31667.037,3
11124,4,10,6,1344,1344,0,10836.39,36973.762,1094.86,Marine,80,70,65,4,5,0,2,28600.385000000002,3
11125,3,5,7,2840,2840,2840,19142.673,65314.8,2440.64,Hot-Humid,65,65,68,7,4,0,1,50559.593,5
11126,3,7,4,914,914,914,4437.0,15139.0,482.0,Hot-Humid,74,72,74,3,0,0,3,8293.794,2
11127,3,7,7,1375,1375,393,6987.515,23841.4,801.64,Hot-Humid,69,62,72,2,5,0,2,10586.248,2
11128,3,7,5,1556,1556,1556,20359.776,69467.556,2144.01,Mixed-Humid,69,69,69,5,5,0,5,20463.745000000003,3
11129,1,2,1,748,748,748,5780.0,19720.0,1809.0,Mixed-Humid,75,60,65,2,3,0,1,11706.126,3
11130,3,5,4,1205,1205,1205,6235.583,21275.808,775.98,Hot-Humid,78,78,65,1,5,1,1,11098.648,2
11131,1,2,9,2916,2916,190,14201.998,48457.216,2382.36,Cold/Very Cold,68,68,68,2,0,0,2,37037.638999999996,4
11132,2,3,11,5100,3850,3850,6753.479,23042.871,1004.64,Cold/Very Cold,50,67,67,10,5,0,8,6462.187,3
11133,3,5,8,2903,2903,2903,23439.823,79976.676,2602.88,Hot-Humid,72,70,71,4,5,0,8,49558.888,2
11134,4,10,6,1190,1190,1190,4535.942,15476.634,587.61,Hot-Dry/Mixed-Dry,70,70,66,3,5,0,2,5843.749,3
11135,2,3,6,894,894,894,10119.485,34527.682,1199.01,Cold/Very Cold,68,68,68,4,4,0,4,11560.83,3
11136,2,3,9,2451,2451,2451,5648.619,19273.087,729.81,Cold/Very Cold,65,62,63,2,3,0,8,6653.394,3
11137,4,9,5,1208,1208,1208,8443.84,28810.381,1220.42,Hot-Dry/Mixed-Dry,65,60,65,1,5,0,2,23127.9,5
11138,1,1,5,1827,1827,0,3524.298,12024.905,531.54,Cold/Very Cold,68,58,58,1,3,1,2,5130.433,3
11139,4,10,6,2328,2328,0,18609.0,63494.0,1528.0,Marine,70,68,69,2,5,1,4,47866.644,4
11140,4,10,7,1609,0,1609,9183.867,31335.353,2177.74,Marine,-2,-2,-2,6,5,0,6,10706.039,3
11141,2,4,5,3360,2520,2100,10582.0,36105.784,1693.86,Mixed-Humid,73,72,73,2,5,0,2,25025.833,3
11142,2,3,2,576,576,288,3193.0,10893.0,413.0,Cold/Very Cold,70,70,70,2,5,0,2,3096.1380000000004,3
11143,3,6,6,2456,2145,2145,9449.469,32241.588,1097.06,Mixed-Humid,72,72,72,2,1,0,3,17578.354,3
11144,3,7,6,1972,1453,1453,10108.967,34491.797,1448.04,Hot-Humid,70,70,70,2,5,0,5,22035.146999999997,5
11145,4,10,5,2138,1269,0,2445.903,8345.422,403.65,Marine,70,60,70,1,1,0,5,2650.5370000000003,2
11146,3,5,1,521,521,521,4788.0,16337.0,735.0,Hot-Humid,70,60,60,2,5,0,2,13660.539,4
11147,3,7,8,3140,3140,3140,27604.541,94186.694,3543.83,Hot-Humid,69,66,68,4,3,0,7,63145.804,2
11148,3,7,5,2597,2597,1558,13990.219,47734.626,2045.18,Hot-Humid,70,70,70,3,5,0,3,36948.378000000004,3
11149,3,6,6,1702,726,1702,23995.157,81871.476,2344.83,Hot-Humid,71,72,72,8,4,0,1,73123.914,5
11150,2,3,4,1240,1240,1240,4742.417,16181.128,613.02,Cold/Very Cold,72,68,72,2,5,0,2,10633.483,2
11151,2,4,5,2605,1555,1555,9226.458,31480.674,1122.7,Mixed-Humid,56,69,50,1,5,0,1,17186.761,3
11152,3,7,7,1728,1728,1728,14937.856,50967.963,1374.14,Hot-Humid,75,72,75,3,1,0,6,30525.476000000002,2
11153,3,6,6,1478,1478,1478,20881.742,71248.503,2314.22,Hot-Humid,70,68,72,3,5,0,5,53540.59299999999,5
11154,2,3,5,1381,1381,1276,6899.982,23542.738,803.64,Mixed-Humid,78,78,78,1,5,0,2,17502.095999999998,3
11155,2,3,5,1307,1307,1307,17126.467,58435.504,2115.01,Cold/Very Cold,71,65,68,3,5,0,3,46405.600000000006,5
11156,1,1,4,585,585,585,7220.971,24637.952,1319.42,Cold/Very Cold,68,60,68,2,5,0,2,19058.445,5
11157,3,5,5,1025,1025,1025,17866.348,60959.981,2241.26,Hot-Humid,75,75,70,2,2,0,1,35539.438,5
11158,1,1,8,2270,2270,270,6838.396,23332.608,1499.05,Cold/Very Cold,65,62,62,3,1,0,6,15178.938,4
11159,4,9,3,473,473,158,5567.202,18995.293,788.01,Hot-Dry/Mixed-Dry,65,65,65,1,5,1,1,4978.155,4
11160,2,3,6,2028,1690,451,7165.515,24448.738,1039.67,Cold/Very Cold,75,75,75,6,5,0,2,12921.518,2
11161,3,5,8,1940,1940,1940,5779.02,19718.018,649.28,Hot-Humid,72,72,70,1,5,0,1,9871.142,2
11162,3,7,7,2080,2080,2080,9007.636,30734.055,994.81,Hot-Humid,71,68,72,5,5,0,6,18426.202,3
11163,3,6,5,967,967,967,18628.752,63561.301,2005.79,Mixed-Humid,80,79,82,5,1,0,2,50611.353,5
11164,3,7,6,1736,1736,1736,15974.0,54504.0,1512.0,Mixed-Humid,70,70,70,4,1,0,2,43525.53,4
11165,3,5,5,3494,0,2525,26486.989,90373.606,3177.66,Hot-Humid,-2,-2,-2,2,1,0,6,59737.7,4
11166,2,3,7,7629,7629,7629,31092.011,106085.941,3623.75,Mixed-Humid,68,50,65,2,4,0,8,79943.109,5
11167,3,5,5,1188,1188,1188,4885.097,16667.951,797.41,Mixed-Humid,70,65,65,1,0,1,4,11245.866,4
11168,1,2,5,973,973,195,7686.0,26223.0,879.0,Cold/Very Cold,70,70,70,2,0,0,6,20834.581,5
11169,1,1,4,3305,2815,1163,10393.832,35463.756,1341.99,Cold/Very Cold,70,66,68,5,0,0,7,24381.318,4
11170,2,4,7,1836,1836,103,9887.151,33734.96,902.11,Cold/Very Cold,68,68,68,3,2,1,2,26761.929,4
11171,3,7,6,2240,2240,1493,13139.261,44831.159,1206.06,Hot-Humid,68,55,75,2,0,0,3,28806.572000000004,5
11172,4,10,8,1474,1474,1474,18934.032,64602.918,1493.88,Marine,71,71,71,2,5,0,6,46185.753,5
11173,3,5,3,595,595,595,4467.0,15240.0,481.0,Mixed-Humid,75,75,75,1,5,0,2,14048.764,4
11174,4,8,7,4506,2736,2736,6415.972,21891.296,824.68,Cold/Very Cold,74,66,71,1,1,0,5,10330.212,2
11175,4,10,8,1892,1892,1892,16508.112,56325.68,1727.83,Marine,69,62,67,3,0,0,6,38103.636,5
11176,2,4,4,1144,1144,286,6792.871,23177.276,802.57,Cold/Very Cold,67,62,64,4,5,1,1,15928.610999999999,5
11177,3,7,8,2016,2016,2016,16349.975,55786.113,1840.0,Hot-Humid,68,60,68,2,5,0,4,43170.775,5
11178,3,5,4,1152,1152,1152,12900.388,44016.124,1607.99,Mixed-Humid,69,69,69,4,5,0,4,32392.943,5
11179,4,10,9,1900,1900,1900,8698.0,29679.0,1187.0,Hot-Dry/Mixed-Dry,65,60,58,5,4,0,7,6774.857,2
11180,2,4,8,2804,2305,2055,10346.642,35302.741,1359.53,Mixed-Humid,70,70,68,5,5,0,5,15180.489000000001,3
11181,2,4,13,3200,3200,3200,5945.976,20287.669,638.65,Cold/Very Cold,69,69,69,1,5,0,3,16300.751,5
11182,4,10,6,1190,1190,1190,12886.698,43969.415,1819.72,Hot-Dry/Mixed-Dry,70,55,70,3,5,0,2,31598.847999999998,5
11183,3,7,4,773,773,773,9602.612,32764.113,1057.42,Hot-Humid,70,68,68,6,5,0,2,16224.786000000002,3
11184,4,10,9,2618,2233,2618,8348.991,28486.757,827.05,Cold/Very Cold,71,70,72,4,2,0,4,13673.362000000001,3
11185,4,8,7,2166,860,860,10425.594,35572.125,1142.32,Cold/Very Cold,65,65,75,5,5,0,3,15423.716,3
11186,3,7,7,1140,1140,1140,14613.235,49860.359,1585.49,Hot-Humid,71,69,70,6,5,0,8,25199.969,2
11187,3,7,8,4064,1832,1832,18307.871,62466.457,1987.35,Mixed-Humid,72,68,72,2,5,0,3,19578.551,3
11188,2,4,8,3952,3952,0,3219.248,10984.075,457.47,Cold/Very Cold,65,65,55,1,5,1,1,1855.5749999999998,3
11189,2,3,4,1035,1035,518,2641.961,9014.371,494.26,Cold/Very Cold,70,65,69,3,5,0,4,5826.15,3
11190,3,7,6,3700,1650,1650,23860.388,81411.644,2444.55,Hot-Humid,77,74,77,4,5,0,5,59614.703,5
11191,3,7,4,1360,1360,1360,11058.121,37730.309,1265.01,Hot-Humid,71,69,69,2,5,0,2,28276.492999999995,5
11192,3,5,10,6006,6006,6006,16362.516,55828.905,1927.49,Mixed-Humid,68,64,64,2,2,0,7,35079.926,4
11193,3,6,6,868,868,289,15996.968,54581.654,1834.72,Hot-Humid,70,60,70,4,5,0,2,42639.402,4
11194,3,5,7,1711,1711,1711,31380.163,107069.116,3301.06,Mixed-Humid,78,76,76,2,5,0,3,83844.514,4
11195,4,10,8,1568,1568,1568,7717.015,26330.456,1621.04,Marine,70,60,60,2,5,0,8,10578.394000000002,3
11196,3,5,8,1920,1600,1440,5322.577,18160.632,704.98,Mixed-Humid,74,74,74,1,5,0,1,10658.919,3
11197,4,10,5,1080,1080,1080,2795.0,9535.0,474.0,Hot-Dry/Mixed-Dry,65,65,50,1,5,1,1,5532.0599999999995,2
11198,3,5,10,1848,1848,1848,8165.681,27861.305,1214.43,Mixed-Humid,70,67,67,2,5,0,6,13763.774000000001,4
11199,2,3,8,4048,4048,4048,12216.482,41682.635,1439.98,Cold/Very Cold,67,65,65,1,1,0,2,11698.385999999999,3
11200,2,4,7,2656,2656,2656,14964.159,51057.711,2021.45,Cold/Very Cold,72,72,69,5,5,0,4,22186.803,5
11201,3,5,11,4444,4444,4444,41096.405,140220.933,5831.1,Hot-Humid,72,60,72,4,5,0,8,87232.09599999999,5
11202,3,5,5,1022,0,1022,17781.613,60670.863,1955.28,Hot-Humid,-2,-2,-2,2,2,0,3,40266.73300000001,4
11203,2,3,4,1545,1545,1545,7008.487,23912.957,921.92,Cold/Very Cold,68,65,65,3,5,0,4,13753.351999999999,3
11204,4,10,6,774,774,774,4032.104,13757.54,507.57,Hot-Dry/Mixed-Dry,60,60,60,2,2,0,3,5893.707,2
11205,3,7,3,594,594,594,4660.0,15899.0,561.0,Hot-Humid,70,68,63,1,1,0,1,10325.346000000001,3
11206,2,3,10,6112,6112,0,18666.75,63690.951,2785.0,Cold/Very Cold,72,68,68,4,5,0,7,5348.527,2
11207,3,5,3,477,477,318,5073.193,17309.734,800.33,Mixed-Humid,70,70,70,2,5,0,2,14213.742999999999,5
11208,1,2,4,1024,1024,256,6583.204,22461.892,874.03,Cold/Very Cold,70,70,70,4,5,0,3,14609.275,4
11209,1,1,9,3240,2160,1200,7619.759,25998.618,1611.83,Cold/Very Cold,67,60,65,3,2,0,7,6894.924999999999,2
11210,4,10,4,898,0,0,2011.503,6863.249,353.74,Marine,-2,-2,-2,2,0,0,5,1593.943,2
11211,3,5,6,920,920,920,9241.022,31530.367,1266.32,Hot-Humid,75,75,73,3,5,0,2,27100.689,4
11212,4,9,6,3696,3696,3696,9863.122,33652.972,1440.77,Hot-Dry/Mixed-Dry,72,68,69,2,3,0,6,22626.552,4
11213,2,4,7,1837,1837,1837,15345.0,52358.0,1488.0,Cold/Very Cold,69,69,69,2,2,0,6,40709.278999999995,5
11214,3,5,7,2524,2524,2524,24332.636,83022.955,2499.14,Mixed-Humid,68,68,68,2,5,0,7,65593.64799999999,5
11215,1,2,9,3225,3225,0,6620.0,22587.44,1736.15,Cold/Very Cold,70,68,68,2,0,0,4,5696.754,2
11216,4,9,5,2018,2018,2018,16264.757,55495.351,2384.08,Hot-Dry/Mixed-Dry,70,64,64,2,1,0,8,37421.132,4
11217,4,10,6,1333,1333,222,3054.0,10421.0,515.0,Hot-Dry/Mixed-Dry,70,65,70,1,5,0,8,6606.822000000001,3
11218,3,5,7,2040,2040,2040,10966.669,37418.276,1100.31,Hot-Humid,66,66,66,2,5,0,2,26625.934999999998,5
11219,3,5,7,2142,2142,2142,3174.292,10830.685,562.77,Hot-Humid,70,70,70,2,0,0,2,6840.255,3
11220,4,9,1,776,776,776,7448.0,25412.0,925.0,Hot-Dry/Mixed-Dry,78,78,76,1,2,0,1,14091.257,4
11221,3,5,9,4896,4896,4896,17214.528,58735.97,2379.37,Mixed-Humid,72,70,70,3,5,0,5,38143.747,3
11222,2,4,9,5400,3600,3600,11881.268,40538.887,1651.98,Cold/Very Cold,70,70,70,2,5,0,3,30227.388,3
11223,2,4,5,1884,1884,1884,15872.871,54158.236,2164.85,Cold/Very Cold,68,50,64,2,5,0,4,24705.304999999997,5
11224,3,5,5,2352,1176,1176,14058.258,47966.777,1737.14,Mixed-Humid,72,72,72,11,2,0,4,41803.653,5
11225,2,4,3,738,738,0,2238.199,7636.734,619.38,Cold/Very Cold,68,68,68,1,5,0,1,1948.584,1
11226,3,7,7,2412,2412,2412,7327.895,25002.778,1012.21,Hot-Humid,67,67,65,2,4,0,2,12022.468,2
11227,2,4,3,626,626,209,1725.0,5884.0,257.0,Cold/Very Cold,72,72,71,1,5,0,1,1687.4859999999999,3
11228,3,5,5,1188,0,1188,25629.343,87447.318,3026.24,Hot-Humid,-2,-2,-2,3,0,0,2,42617.807,4
11229,4,9,8,1375,1375,0,5819.972,19857.744,784.85,Cold/Very Cold,65,74,75,4,5,1,2,5426.849,2
11230,1,2,9,4297,4297,4297,14465.064,49354.799,2483.91,Cold/Very Cold,69,69,59,2,5,0,8,28392.603000000003,3
11231,4,8,7,1840,1840,1840,6780.174,23133.952,756.8,Cold/Very Cold,72,67,67,2,2,0,6,11187.583,2
